Player;Season;Decade;Age;Team;Team_Win_Percentage;Games_Played_Percentage;Games_Started_Percentage;Player_Ranking;Minutes_Played_per_Game;Points_per_Game;Rebounds_per_Game ;Assists_per_Game ;Steals_per_Game;Blocks_per_Game;Turnovers_per_Game;Personal_Fouls_per_Game ;Field_Goals_Made_per_Game;Field_Goals_Attempted_per_Game;FG_Percentage;eFG_Percentage;Free_Throws_Made_per_Game;Free_Throws_Attempted_per_Game;FT_Percentage;TS_Percentage;PER;WS_per_48_Minutes;BPM;MVP_Share;MVP
Derrick Coleman;1993-94;1990s;26;NJN;0.549;0.939;1;1;36.1;20.2;11.3;3.4;0.9;1.8;2.7;2.7;7;15.7;0.447;0.463;5.7;7.4;0.774;0.534;21.4;0.171;4.5;0;0
Kenny Anderson;1993-94;1990s;23;NJN;0.549;1;1;2;38.2;18.8;3.9;9.6;1.9;0.2;3.2;2.5;7;16.8;0.417;0.432;4.2;5.2;0.818;0.491;18.2;0.114;2.1;0;0
Patrick Ewing;1993-94;1990s;31;NYK;0.695;0.963;1;1;37.6;24.5;11.2;2.3;1.1;2.7;3.3;3.5;9.4;19;0.496;0.497;5.6;7.4;0.765;0.551;22.9;0.211;4.5;0.252;0
Charles Oakley;1993-94;1990s;30;NYK;0.695;1;1;2;35.8;11.8;11.8;2.7;1.3;0.2;2.4;3.6;4.4;9.3;0.478;0.478;3;3.8;0.776;0.54;15.3;0.172;4;0;0
Shaquille O'Neal;1993-94;1990s;21;ORL;0.61;0.988;1;1;39.8;29.3;13.2;2.4;0.9;2.9;2.7;3.5;11.8;19.6;0.599;0.599;5.8;10.5;0.554;0.605;28.5;0.252;6.6;0.286;0
Anfernee Hardaway;1993-94;1990s;22;ORL;0.61;1;1;2;36.8;16;5.4;6.6;2.3;0.6;3.6;2.5;6.2;13.3;0.466;0.489;3;4;0.742;0.531;17.4;0.112;3.9;0;0
Clarence Weatherspoon;1993-94;1990s;23;PHI;0.305;1;1;1;38.4;18.4;10.1;2.3;1.2;1.4;2.4;1.9;7.3;15.2;0.483;0.485;3.6;5.2;0.693;0.525;18.1;0.091;0.5;0;0
Charles Barkley;1993-94;1990s;30;PHO;0.683;0.793;1;1;35.4;21.6;11.2;4.6;1.6;0.6;3.2;2.5;8;16.1;0.495;0.518;4.9;7;0.704;0.563;22.8;0.185;5.7;0.005;0
Kevin Johnson;1993-94;1990s;27;PHO;0.683;0.817;1;2;36.6;20;2.5;9.5;1.9;0.1;3.5;1.9;7.1;14.6;0.487;0.49;5.7;6.9;0.819;0.566;20.6;0.17;0.9;0.001;0
Cedric Ceballos;1993-94;1990s;24;PHO;0.683;0.646;0.811;3;30.2;19.1;6.5;1.7;1.1;0.4;1.8;2.3;8;15;0.535;0.535;3;4.2;0.724;0.566;20.9;0.166;1.4;0;0
Clifford Robinson;1993-94;1990s;27;POR;0.573;1;0.78;2;34.8;20.1;6.7;1.9;1.4;1.4;2.1;3.2;7.8;17.1;0.457;0.461;4.3;5.6;0.765;0.513;17.4;0.126;0.6;0;0
Clyde Drexler;1993-94;1990s;31;POR;0.573;0.829;1;1;34.3;19.2;6.5;4.9;1.4;0.5;2.5;3;7;16.3;0.428;0.46;4.2;5.4;0.777;0.514;18.4;0.14;3.9;0;0
Rod Strickland;1993-94;1990s;27;POR;0.573;1;0.707;3;35.2;17.2;4.5;9;1.8;0.3;3.1;2.1;6.4;13.3;0.483;0.484;4.3;5.7;0.749;0.543;19.8;0.155;3.4;0;0
Mitch Richmond;1993-94;1990s;28;SAC;0.341;0.951;1;1;37.1;23.4;3.7;4;1.3;0.2;2.8;2.7;8.1;18.3;0.445;0.489;5.5;6.6;0.834;0.551;17.7;0.106;1.2;0;0
Dennis Rodman;1993-94;1990s;32;SAS;0.671;0.963;0.646;2;37.8;4.7;17.3;2.3;0.7;0.4;1.7;2.9;2;3.7;0.534;0.543;0.7;1.3;0.52;0.549;13.4;0.14;3.5;0.001;0
David Robinson;1993-94;1990s;28;SAS;0.671;0.976;1;1;40.5;29.8;10.7;4.8;1.7;3.3;3.2;2.9;10.5;20.7;0.507;0.51;8.7;11.6;0.749;0.577;30.7;0.296;10.9;0.723;0
Shawn Kemp;1993-94;1990s;24;SEA;0.768;0.963;0.924;2;32.9;18.1;10.8;2.6;1.8;2.1;3.3;3.9;6.7;12.5;0.538;0.539;4.6;6.2;0.741;0.593;22.9;0.216;6.5;0.017;0
Gary Payton;1993-94;1990s;25;SEA;0.768;1;1;1;35.1;16.5;3.3;6;2.3;0.2;2.1;2.8;7.1;14.1;0.504;0.51;2;3.4;0.595;0.526;17.8;0.155;2.8;0.02;0
Karl Malone;1993-94;1990s;30;UTA;0.646;1;1;1;40.6;25.2;11.5;4;1.5;1.5;2.9;3.3;9.4;18.9;0.497;0.5;6.2;9;0.694;0.55;22.9;0.193;6.3;0.017;0
John Stockton;1993-94;1990s;31;UTA;0.646;1;1;2;36.2;15.1;3.1;12.6;2.4;0.3;3.2;2.9;5.6;10.6;0.528;0.555;3.3;4.1;0.805;0.608;22.5;0.214;4.4;0.001;0
Mookie Blaylock;1994-95;1990s;27;ATL;0.512;0.976;1;1;38.4;17.2;4.9;7.7;2.5;0.3;3;2.1;6.4;15;0.425;0.508;2;2.7;0.729;0.531;19.2;0.147;5.5;0;0
Alonzo Mourning;1994-95;1990s;24;CHH;0.61;0.939;1;1;38.2;21.3;9.9;1.4;0.6;2.9;3.1;3.6;7.4;14.3;0.519;0.524;6.4;8.4;0.761;0.593;20.1;0.153;1.3;0;0
Larry Johnson;1994-95;1990s;25;CHH;0.61;0.988;1;2;39.9;18.8;7.2;4.6;1;0.3;2.6;2.1;7.2;15;0.48;0.513;3.4;4.4;0.774;0.555;17.1;0.126;2.9;0;0
Scottie Pippen;1994-95;1990s;29;CHI;0.573;0.963;1;1;38.2;21.4;8.1;5.2;2.9;1.1;3.4;3;8;16.7;0.48;0.522;4;5.6;0.716;0.559;22.6;0.188;7.8;0.079;0
Toni Kukoc;1994-95;1990s;26;CHI;0.573;0.988;0.679;3;31.9;15.7;5.4;4.6;1.3;0.2;2;2;6;11.9;0.504;0.536;2.9;3.9;0.748;0.575;19.8;0.185;4.3;0;0
Jim Jackson;1994-95;1990s;24;DAL;0.439;0.622;1;2;38.9;25.7;5.1;3.7;0.5;0.2;3.1;1.8;9.5;20.1;0.472;0.489;6;7.5;0.805;0.549;18.9;0.118;0.4;0;0
Jamal Mashburn;1994-95;1990s;22;DAL;0.439;0.976;1;3;37.3;24.1;4.1;3.7;1;0.1;2.9;2.4;8.5;19.6;0.436;0.472;5.6;7.6;0.739;0.526;17.3;0.102;0;0;0
Jason Kidd;1994-95;1990s;21;DAL;0.439;0.963;1;1;33.8;11.7;5.4;7.7;1.9;0.3;3.2;1.8;4.2;10.8;0.385;0.426;2.4;3.5;0.698;0.471;15.1;0.066;1.7;0.007;0
Dikembe Mutombo;1994-95;1990s;28;DEN;0.5;1;1;1;37.8;11.5;12.5;1.4;0.5;3.9;2.3;3.5;4.3;7.7;0.556;0.556;3;4.6;0.654;0.595;17;0.135;3.5;0;0
Grant Hill;1994-95;1990s;22;DET;0.341;0.854;0.986;1;38.3;19.9;6.4;5;1.8;0.9;2.9;2.9;7.3;15.2;0.477;0.479;5.3;7.3;0.732;0.541;19;0.097;1.8;0;0
Tim Hardaway;1994-95;1990s;28;GSW;0.317;0.756;1;1;37.4;20.1;3.1;9.3;1.4;0.2;3.5;2.5;6.9;16.2;0.427;0.51;3.5;4.6;0.76;0.55;18.3;0.105;1.5;0;0
Hakeem Olajuwon;1994-95;1990s;32;HOU;0.573;0.878;1;1;39.6;27.8;10.8;3.5;1.8;3.4;3.3;3.5;11.1;21.5;0.517;0.517;5.6;7.5;0.756;0.563;26;0.181;5.3;0.14;0
Clyde Drexler;1994-95;1990s;32;HOU;0.573;0.927;0.987;2;35.9;21.8;6.3;4.8;1.8;0.6;2.4;2.7;7.5;16.3;0.461;0.521;4.8;5.8;0.824;0.577;22.4;0.206;6.5;0.003;0
Reggie Miller;1994-95;1990s;29;IND;0.634;0.988;1;1;32.9;19.6;2.6;3;1.2;0.2;1.9;1.9;6.2;13.5;0.462;0.552;4.7;5.3;0.897;0.62;20.1;0.204;4.3;0;0
Rik Smits;1994-95;1990s;28;IND;0.634;0.951;1;2;30.5;17.9;7.7;1.4;0.5;1;2.4;3.6;7.2;13.6;0.526;0.526;3.6;4.8;0.753;0.571;19.5;0.146;0.4;0;0
Cedric Ceballos;1994-95;1990s;25;LAL;0.585;0.707;0.931;1;35;21.7;8;1.8;1;0.3;2.5;2.3;8.6;16.8;0.509;0.538;3.6;5;0.716;0.57;19.9;0.123;0;0.001;0
Vlade Divac;1994-95;1990s;26;LAL;0.585;0.976;1;2;35.1;16;10.4;4.1;1.4;2.2;2.6;3.8;6.1;12;0.507;0.512;3.7;4.8;0.777;0.568;20.5;0.162;5.3;0;0
Glen Rice;1994-95;1990s;27;MIA;0.39;1;1;1;36.8;22.3;4.6;2.3;1.4;0.2;1.9;2.5;8.1;17.1;0.475;0.541;3.8;4.5;0.855;0.586;19.7;0.159;2.7;0;0
Derrick Coleman;1994-95;1990s;27;NJN;0.366;0.683;0.964;1;37.6;20.5;10.6;3.3;0.6;1.7;3.1;2.9;6.6;15.6;0.424;0.44;6.7;8.8;0.767;0.525;19;0.117;2.1;0;0
Kenny Anderson;1994-95;1990s;24;NJN;0.366;0.878;0.972;2;37.3;17.6;3.5;9.4;1.4;0.2;3.1;2.6;5.7;14.3;0.399;0.446;4.8;5.8;0.841;0.522;18;0.122;1.7;0;0
Patrick Ewing;1994-95;1990s;32;NYK;0.671;0.963;1;1;37;23.9;11;2.7;0.9;2;3.2;3.4;9.2;18.4;0.503;0.505;5.3;7.1;0.75;0.555;21.9;0.157;2.2;0.219;0
Shaquille O'Neal;1994-95;1990s;22;ORL;0.695;0.963;1;1;37;29.3;11.4;2.7;0.9;2.4;2.6;3.3;11.8;20.2;0.583;0.583;5.8;10.8;0.533;0.588;28.6;0.23;5.4;0.576;0
Anfernee Hardaway;1994-95;1990s;23;ORL;0.695;0.939;1;2;37.7;20.9;4.4;7.2;1.7;0.3;3.4;2.1;7.6;14.8;0.512;0.55;4.6;6;0.769;0.599;20.8;0.177;4.2;0.022;0
Nick Anderson;1994-95;1990s;27;ORL;0.695;0.927;1;3;34.1;15.8;4.4;4.1;1.6;0.3;1.9;1.6;5.8;12.1;0.476;0.573;1.9;2.7;0.704;0.593;17.5;0.154;3.9;0;0
Dana Barros;1994-95;1990s;27;PHI;0.293;1;1;1;40.5;20.6;3.3;7.5;1.8;0;3;1.9;7;14.2;0.49;0.575;4.2;4.7;0.899;0.632;20.9;0.183;4.3;0;0
Charles Barkley;1994-95;1990s;31;PHO;0.72;0.829;0.971;1;35;23;11.1;4.1;1.6;0.7;2.2;3;8.1;16.8;0.486;0.518;5.6;7.5;0.748;0.572;25.2;0.214;6.4;0.091;0
Clifford Robinson;1994-95;1990s;28;POR;0.537;0.915;0.973;1;36.3;21.3;5.6;2.6;1.1;1.1;2.1;3.2;8;17.6;0.452;0.506;3.5;5.1;0.694;0.538;18.3;0.153;3.1;0;0
Rod Strickland;1994-95;1990s;28;POR;0.537;0.78;0.953;2;35.4;18.9;5;8.8;1.9;0.1;3.3;1.8;6.9;14.8;0.466;0.49;4.4;5.9;0.745;0.544;21.6;0.179;5;0;0
Mitch Richmond;1994-95;1990s;29;SAC;0.476;1;1;1;38.7;22.8;4.4;3.8;1.1;0.4;2.9;2.8;8.1;18.3;0.446;0.498;4.6;5.4;0.843;0.551;17.2;0.12;1.8;0;0
David Robinson;1994-95;1990s;29;SAS;0.756;0.988;1;1;38;27.6;10.8;2.9;1.7;3.2;2.9;2.8;9.7;18.4;0.53;0.532;8.1;10.5;0.774;0.602;29.1;0.273;8.4;0.858;1
Sean Elliott;1994-95;1990s;26;SAS;0.756;0.988;1;3;35.3;18.1;3.5;2.5;1;0.5;1.9;2.7;6.2;13.2;0.468;0.532;4;5;0.807;0.587;16;0.147;2.1;0;0
Dennis Rodman;1994-95;1990s;33;SAS;0.756;0.598;0.531;2;32;7.1;16.8;2;0.6;0.5;2;3.2;2.8;4.9;0.571;0.571;1.5;2.3;0.676;0.604;16.6;0.178;3.8;0.009;0
Gary Payton;1994-95;1990s;26;SEA;0.695;1;1;1;36.8;20.6;3.4;7.1;2.5;0.2;2.5;2.5;8.4;16.4;0.509;0.535;3;4.2;0.716;0.564;21.3;0.187;4.5;0.032;0
Detlef Schrempf;1994-95;1990s;32;SEA;0.695;1;1;3;35.2;19.2;6.2;3.8;1.1;0.4;2.1;3.1;6.4;12.2;0.523;0.569;5.3;6.4;0.839;0.641;20.3;0.215;4.5;0;0
Shawn Kemp;1994-95;1990s;25;SEA;0.695;1;0.963;2;32.7;18.7;10.9;1.8;1.2;1.5;3.2;4.1;6.6;12.2;0.547;0.548;5.3;7.1;0.749;0.61;21.7;0.19;3.1;0;0
Karl Malone;1994-95;1990s;31;UTA;0.732;1;1;1;38.1;26.7;10.6;3.5;1.6;1;2.9;3.3;10.1;18.9;0.536;0.54;6.3;8.5;0.742;0.59;25.1;0.212;5.8;0.507;0
Jeff Hornacek;1994-95;1990s;31;UTA;0.732;0.988;1;3;33.3;16.5;2.6;4.3;1.6;0.2;1.8;2.2;6;11.6;0.514;0.562;3.5;4;0.882;0.62;18.6;0.179;4.5;0;0
John Stockton;1994-95;1990s;32;UTA;0.732;1;1;2;35;14.7;3.1;12.3;2.4;0.3;3.3;2.6;5.2;9.6;0.542;0.607;3;3.7;0.804;0.651;23.3;0.233;5.5;0.045;0
Chris Webber;1994-95;1990s;21;WSB;0.256;0.659;0.963;1;38.3;20.1;9.6;4.7;1.5;1.6;3.1;3.4;8.6;17.4;0.495;0.516;2.2;4.3;0.502;0.521;20.1;0.093;4.8;0;0
Mookie Blaylock;1995-96;1990s;28;ATL;0.561;0.988;1;1;35.7;15.7;4.1;5.9;2.6;0.2;2.3;1.9;5.6;13.9;0.405;0.508;1.6;2.1;0.747;0.529;18.9;0.149;5.2;0;0
Glen Rice;1995-96;1990s;28;CHH;0.5;0.963;1;2;39.8;21.6;4.8;2.9;1.2;0.2;2.1;2.7;7.7;16.4;0.471;0.537;4;4.8;0.837;0.584;17.8;0.127;1.8;0;0
Larry Johnson;1995-96;1990s;26;CHH;0.5;0.988;1;1;40.4;20.5;8.4;4.4;0.7;0.5;2.2;2.1;7.2;15.1;0.476;0.503;5.3;7;0.757;0.563;19.8;0.149;3.4;0;0
Michael Jordan;1995-96;1990s;32;CHI;0.878;1;1;1;37.7;30.4;6.6;4.3;2.2;0.5;2.4;2.4;11.2;22.6;0.495;0.525;6.7;8;0.834;0.582;29.4;0.317;8.6;0.986;1
Scottie Pippen;1995-96;1990s;30;CHI;0.878;0.939;1;2;36.7;19.4;6.4;5.9;1.7;0.7;2.7;2.6;7.3;15.8;0.463;0.525;2.9;4.2;0.679;0.551;21;0.209;6.8;0.2;0
Toni Kukoc;1995-96;1990s;27;CHI;0.878;0.988;0.247;4;26;13.1;4;3.5;0.8;0.3;1.4;1.9;4.8;9.7;0.49;0.546;2.5;3.3;0.772;0.589;20.4;0.231;4.5;0;0
Dennis Rodman;1995-96;1990s;34;CHI;0.878;0.78;0.891;3;32.6;5.5;14.9;2.5;0.6;0.4;2.2;3.1;2.3;4.8;0.48;0.485;0.9;1.7;0.528;0.501;13.6;0.143;3.2;0.004;0
Terrell Brandon;1995-96;1990s;25;CLE;0.573;0.915;1;1;34.3;19.3;3.3;6.5;1.8;0.4;1.9;1.9;6.8;14.6;0.465;0.507;4.5;5.1;0.887;0.573;25.2;0.237;6;0.003;0
Jason Kidd;1995-96;1990s;22;DAL;0.317;0.988;1;1;37.5;16.6;6.8;9.7;2.2;0.3;4;1.9;6.1;16;0.381;0.433;2.8;4.1;0.692;0.468;17.8;0.068;2.7;0;0
Mahmoud Abdul-Rauf;1995-96;1990s;26;DEN;0.427;0.695;0.93;2;35.6;19.2;2.4;6.8;1.1;0.1;2;2.1;7.3;16.8;0.434;0.497;2.6;2.8;0.93;0.535;18.6;0.131;1.1;0;0
Dikembe Mutombo;1995-96;1990s;29;DEN;0.427;0.902;1;1;36.7;11;11.8;1.5;0.5;4.5;2;3.5;3.8;7.7;0.499;0.499;3.3;4.8;0.695;0.562;17.1;0.134;3.2;0;0
Grant Hill;1995-96;1990s;23;DET;0.561;0.976;1;1;40.8;20.2;9.8;6.9;1.3;0.6;3.3;3;7.1;15.3;0.462;0.464;6.1;8.1;0.751;0.537;20.9;0.172;5.1;0.056;0
Hakeem Olajuwon;1995-96;1990s;33;HOU;0.585;0.878;1;1;38.8;26.9;10.9;3.6;1.6;2.9;3.4;3.4;10.7;20.8;0.514;0.515;5.5;7.6;0.724;0.558;25.5;0.166;4.6;0.211;0
Clyde Drexler;1995-96;1990s;33;HOU;0.585;0.634;0.981;2;38.4;19.3;7.2;5.8;2;0.5;2.6;2.9;6.4;14.7;0.433;0.484;5.1;6.5;0.784;0.551;20;0.161;4.7;0;0
Reggie Miller;1995-96;1990s;30;IND;0.634;0.927;1;1;34.5;21.1;2.8;3.3;1;0.2;2.5;2.3;6.6;14;0.473;0.552;5.7;6.6;0.863;0.625;20.1;0.188;3.9;0;0
Cedric Ceballos;1995-96;1990s;26;LAL;0.646;0.951;0.91;2;33.7;21.2;6.9;1.5;1.2;0.3;2.1;1.8;8.2;15.4;0.53;0.552;4.2;5.2;0.804;0.599;22.1;0.18;2.1;0;0
Alonzo Mourning;1995-96;1990s;25;MIA;0.512;0.854;1;1;38.2;23.2;10.4;2.3;1;2.7;3.7;3.5;8;15.4;0.523;0.527;7;10.2;0.685;0.584;22.7;0.178;4.4;0.005;0
Vin Baker;1995-96;1990s;24;MIL;0.305;1;1;1;40.5;21.1;9.9;2.6;0.8;1.1;2.6;3.3;8.5;17.4;0.489;0.493;3.9;5.8;0.67;0.527;18.4;0.089;0.4;0;0
Patrick Ewing;1995-96;1990s;33;NYK;0.573;0.927;1;1;36.6;22.5;10.6;2.1;0.9;2.4;2.9;3.3;8.9;19.2;0.466;0.467;4.6;6.1;0.761;0.516;20.9;0.116;-0.4;0;0
Shaquille O'Neal;1995-96;1990s;23;ORL;0.732;0.659;0.963;1;36;26.6;11;2.9;0.6;2.1;2.9;3.6;11;19.1;0.573;0.574;4.6;9.5;0.487;0.57;26.4;0.171;3.5;0.056;0
Anfernee Hardaway;1995-96;1990s;24;ORL;0.732;1;1;2;36.8;21.7;4.3;7.1;2;0.5;2.8;2;7.6;14.8;0.513;0.549;5.4;7.1;0.767;0.605;24.6;0.229;6.4;0.319;0
Charles Barkley;1995-96;1990s;32;PHO;0.5;0.866;1;1;37.1;23.2;11.6;3.7;1.6;0.8;3.1;2.9;8.2;16.3;0.5;0.521;6.2;8;0.777;0.585;24.8;0.191;5.9;0.007;0
Kevin Johnson;1995-96;1990s;29;PHO;0.5;0.683;0.982;2;35.8;18.7;3.9;9.2;1.5;0.2;3;2.6;6.1;12;0.507;0.523;6.1;7.1;0.859;0.617;22.8;0.195;3.3;0;0
Rod Strickland;1995-96;1990s;29;POR;0.537;0.817;0.94;1;37.7;18.7;4.4;9.6;1.4;0.2;3.8;2;7;15.3;0.46;0.479;4.1;6.3;0.652;0.519;19.1;0.136;3;0;0
Arvydas Sabonis;1995-96;1990s;31;POR;0.537;0.89;0.288;3;23.8;14.5;8.1;1.8;0.9;1.1;2.1;2.9;5.4;9.9;0.545;0.572;3.2;4.2;0.757;0.617;24.7;0.233;5.6;0;0
Mitch Richmond;1995-96;1990s;30;SAC;0.476;0.988;1;1;36.4;23.1;3.3;3.1;1.5;0.2;2.7;2.9;7.5;16.9;0.447;0.529;5.2;6.1;0.866;0.591;19.2;0.151;2.9;0.003;0
David Robinson;1995-96;1990s;30;SAS;0.72;1;1;1;36.8;25;12.2;3;1.4;3.3;2.3;3.2;8.7;16.8;0.516;0.517;7.6;10;0.761;0.589;29.4;0.29;9.2;0.508;0
Sean Elliott;1995-96;1990s;27;SAS;0.72;0.939;1;2;37.7;20;5.1;2.7;0.9;0.4;2.6;2.3;6.8;14.6;0.466;0.537;4.2;5.5;0.771;0.585;16.3;0.128;2;0;0
Avery Johnson;1995-96;1990s;30;SAS;0.72;1;1;3;37.6;13.1;2.5;9.6;1.5;0.3;2.4;2.2;5.3;10.8;0.494;0.497;2.3;3.2;0.721;0.534;16.3;0.141;-0.4;0;0
Shawn Kemp;1995-96;1990s;26;SEA;0.78;0.963;0.962;2;33.3;19.6;11.4;2.2;1.2;1.6;4;3.8;6.7;11.9;0.561;0.564;6.2;8.4;0.742;0.631;22.6;0.205;3.8;0.065;0
Gary Payton;1995-96;1990s;27;SEA;0.78;0.988;1;1;39;19.3;4.2;7.5;2.9;0.2;3.2;2.7;7.6;15.8;0.484;0.523;2.8;3.8;0.748;0.554;19.6;0.174;4.7;0.087;0
Karl Malone;1995-96;1990s;32;UTA;0.671;1;1;1;38;25.7;9.8;4.2;1.7;0.7;2.4;3;9.6;18.5;0.519;0.524;6.2;8.6;0.723;0.575;26;0.233;7.3;0.075;0
John Stockton;1995-96;1990s;33;UTA;0.671;1;1;2;35.5;14.7;2.8;11.2;1.7;0.2;3;2.5;5.4;10;0.538;0.596;2.9;3.4;0.83;0.642;21.9;0.214;3.7;0.011;0
Gheorghe Muresan;1995-96;1990s;24;WSB;0.476;0.927;1;2;29.5;14.5;9.6;0.7;0.7;2.3;1.9;3.9;6.1;10.5;0.584;0.584;2.3;3.7;0.619;0.6;21;0.172;1.5;0;0
Juwan Howard;1995-96;1990s;22;WSB;0.476;0.988;1;1;40.7;22.1;8.1;4.4;0.8;0.5;3.7;3.3;9;18.5;0.489;0.49;3.9;5.3;0.749;0.53;17;0.082;0.2;0;0
Steve Smith;1996-97;1990s;27;ATL;0.683;0.878;1;3;39.1;20.1;3.3;4.2;0.9;0.3;2.4;2.4;6.8;15.9;0.429;0.486;4.6;5.5;0.847;0.548;17.4;0.154;1.3;0.001;0
Christian Laettner;1996-97;1990s;27;ATL;0.683;1;1;4;38.3;18.1;8.8;2.7;1.2;0.8;2.7;3.4;6.7;13.8;0.486;0.5;4.4;5.4;0.816;0.562;19.1;0.177;2.8;0;0
Mookie Blaylock;1996-97;1990s;29;ATL;0.683;0.951;1;2;39.2;17.4;5.3;5.9;2.7;0.3;2.4;1.8;6.4;14.9;0.432;0.528;1.7;2.2;0.753;0.548;20.4;0.197;7.2;0;0
Dikembe Mutombo;1996-97;1990s;30;ATL;0.683;0.976;1;1;37.2;13.3;11.6;1.4;0.6;3.3;2.3;3.1;4.8;9;0.527;0.527;3.8;5.4;0.705;0.584;19;0.183;3.2;0.003;0
Glen Rice;1996-97;1990s;29;CHH;0.659;0.963;0.987;1;42.6;26.8;4;2;0.9;0.3;2.2;2.4;9.1;19.2;0.477;0.546;5.9;6.8;0.867;0.605;19.7;0.154;1.2;0.117;0
Anthony Mason;1996-97;1990s;30;CHH;0.659;0.89;1;2;43.1;16.2;11.4;5.7;1;0.5;2.3;2.8;5.9;11.3;0.525;0.525;4.4;5.9;0.745;0.585;18.9;0.173;4.5;0.006;0
Michael Jordan;1996-97;1990s;33;CHI;0.841;1;1;1;37.9;29.6;5.9;4.3;1.7;0.5;2;1.9;11.2;23.1;0.486;0.516;5.9;7;0.833;0.567;27.8;0.283;6.7;0.832;0
Scottie Pippen;1996-97;1990s;31;CHI;0.841;1;1;2;37.7;20.2;6.5;5.7;1.9;0.5;2.6;2.6;7.9;16.7;0.474;0.531;2.5;3.5;0.701;0.554;21.3;0.203;6.6;0.005;0
Dennis Rodman;1996-97;1990s;35;CHI;0.841;0.671;0.982;3;35.4;5.7;16.1;3.1;0.6;0.3;2;3.1;2.3;5.2;0.448;0.456;0.9;1.6;0.568;0.479;13.9;0.148;3.2;0;0
Terrell Brandon;1996-97;1990s;26;CLE;0.512;0.951;1;1;36.8;19.5;3.9;6.3;1.8;0.4;2.3;2.3;7.4;16.8;0.438;0.476;3.4;3.8;0.902;0.526;21.5;0.181;4.6;0;0
LaPhonso Ellis;1996-97;1990s;26;DEN;0.256;0.671;0.891;1;36.4;21.9;7;2.4;0.8;0.7;2.1;3.3;8.1;18.4;0.439;0.486;4;5.1;0.773;0.529;18.2;0.087;0.2;0;0
Grant Hill;1996-97;1990s;24;DET;0.659;0.976;1;1;39.3;21.4;9;7.3;1.8;0.6;3.2;2.3;7.8;15.7;0.496;0.5;5.6;7.9;0.711;0.556;25.5;0.223;8;0.327;0
Latrell Sprewell;1996-97;1990s;26;GSW;0.366;0.976;0.988;1;41.9;24.2;4.6;6.3;1.7;0.6;4;1.9;8.1;18.1;0.449;0.5;6.2;7.3;0.843;0.57;19.7;0.115;2.6;0;0
Hakeem Olajuwon;1996-97;1990s;34;HOU;0.695;0.951;1;1;36.6;23.2;9.2;3;1.5;2.2;3.6;3.2;9.3;18.3;0.51;0.512;4.5;5.7;0.787;0.558;22.7;0.154;3.2;0.083;0
Charles Barkley;1996-97;1990s;33;HOU;0.695;0.646;1;2;37.9;19.2;13.5;4.7;1.3;0.5;2.8;2.9;6.3;13.1;0.484;0.526;5.4;7.8;0.694;0.581;23;0.224;7.1;0.002;0
Clyde Drexler;1996-97;1990s;34;HOU;0.695;0.756;1;3;36.6;18;6;5.7;1.9;0.6;2.5;2.4;6.4;14.5;0.442;0.508;3.2;4.3;0.75;0.548;19.9;0.172;5.6;0;0
Reggie Miller;1996-97;1990s;31;IND;0.598;0.988;1;1;36.6;21.6;3.5;3.4;0.9;0.3;2;2.1;6.8;15.4;0.444;0.536;5.2;5.9;0.88;0.603;20.2;0.2;5;0;0
Shaquille O'Neal;1996-97;1990s;24;LAL;0.683;0.622;1;1;38.1;26.2;12.5;3.1;0.9;2.9;2.9;3.5;10.8;19.4;0.557;0.557;4.5;9.4;0.484;0.556;27.1;0.197;6.3;0.006;0
Eddie Jones;1996-97;1990s;25;LAL;0.683;0.976;1;2;37.5;17.2;4.1;3.4;2.4;0.6;2.1;2.8;5.9;13.5;0.438;0.508;3.5;4.2;0.819;0.559;17.3;0.154;4;0;0
Tim Hardaway;1996-97;1990s;30;MIA;0.744;0.988;1;1;38.7;20.3;3.4;8.6;1.9;0.1;2.8;2;7.1;17.1;0.415;0.489;3.6;4.5;0.799;0.532;20.8;0.198;5.1;0.207;0
Alonzo Mourning;1996-97;1990s;26;MIA;0.744;0.805;0.985;2;35.2;19.8;9.9;1.6;0.8;2.9;3.4;4.1;7.2;13.4;0.534;0.535;5.5;8.6;0.642;0.578;21.6;0.174;2.7;0.004;0
Vin Baker;1996-97;1990s;25;MIL;0.402;0.951;1;1;40.5;21;10.3;2.7;1;1.4;3.1;3.5;8.1;16;0.505;0.511;4.6;6.7;0.687;0.553;20.1;0.127;2.6;0;0
Glenn Robinson;1996-97;1990s;24;MIL;0.402;0.976;0.988;2;38.9;21.1;6.3;3.1;1.3;0.9;3.4;2.8;8.4;18;0.465;0.487;3.6;4.6;0.791;0.528;17.5;0.072;0.3;0;0
Tom Gugliotta;1996-97;1990s;27;MIN;0.488;0.988;1;1;38.7;20.6;8.7;4.1;1.6;1.1;3.6;2.9;7.3;16.5;0.442;0.451;5.7;7;0.82;0.526;19;0.103;2;0.001;0
Kendall Gill;1996-97;1990s;28;NJN;0.317;1;0.988;1;39;21.8;6.1;4;1.9;0.6;2.7;2.7;7.9;17.7;0.443;0.469;5.2;6.5;0.797;0.53;19.6;0.132;3;0;0
Patrick Ewing;1996-97;1990s;34;NYK;0.695;0.951;1;1;37;22.4;10.7;2;0.9;2.4;3.4;3.2;8.4;17.2;0.488;0.489;5.6;7.5;0.754;0.548;21.3;0.163;1.7;0.05;0
